ts_code,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,employees
300435.SZ,SZSE,章有虎,章有虎,周娟萍,37819.33,20060118,浙江,杭州市,www.zhongtaihangzhou.com,info@zhongtaichina.com;Juanping.zhou@zhongtaichina.com;zqb@zhongtaichina.com,1203
300827.SZ,SZSE,吴强,段育鹤,陈运萍,7333.36,20120330,江苏,无锡市,www.si-neng.com,stock@si-neng.com,584
002782.SZ,SZSE,肖铿,肖铿,伍春霞,46873.4227,20040301,广东,深圳市,www.clickele.com,invest@clickele.com,3532
003011.SZ,SZSE,王周林,王周林,金俊,7334,20131209,浙江,嘉兴市,www.haixiang.com.cn,walrus@walrusfloors.com,865
300692.SZ,SZSE,张伯中,宋永莲,胡新权,17189.1595,20111214,安徽,合肥市,www.ahzhhb.cn,zhhb@ahzhhb.cn;583932841@qq.com,617
300842.SZ,SZSE,史卫利,史卫利,张莉,10000,20100715,江苏,无锡市,www.dkem.cn,ir@dkem.cn,145
300707.SZ,SZSE,张锡亮,方晓鲲,张一峰,15720,20080402,江苏,无锡市,www.vt-ind.com,boardsecretary@vt-ind.com,808
003010.SZ,SZSE,王玉,王玉,罗志青,12169.984,20110510,广东,广州市,www.gzruoyuchen.com,ryczjsw@gzruoyuchen.com,740
002558.SZ,SZSE,刘伟,刘伟,孟玮,202437.9932,19970722,重庆,重庆市,www.ga-me.com,ir@ztgame.com,2039
300429.SZ,SZSE,钱晓春,吕芳诚,倪寅森,51525.3388,19971122,江苏,常州市,www.tronly.com,ir@tronly.com,1069
300269.SZ,SZSE,刘虎军,刘虎军,王广彦,56766.7546,20030414,广东,深圳市,www.lcjh.com,dm@lcjh.com,2440
300848.SZ,SZSE,王仁鸿,王仁鸿,郭少红,6667,20090904,山东,烟台市,www.miracll.com,miracll@miracll.com,210
002768.SZ,SZSE,王爱国,王爱国,于雨,27125,20001222,山东,青岛市,www.qdgon.com,SI@qdgon.com,2305
003016.SZ,SZSE,孙瑞鸿,孙瑞鸿,朱晓峰,42666.67,20060607,福建,厦门市,www.xinhee.cn,xinhee_ir@xinhee.cn,4548
002919.SZ,SZSE,陈勤发,陈勤发,陈东松,12213.5745,19941214,广东,汕头市,www.mingchen.com.cn,stock@mingchen.com.cn,1358
300595.SZ,SZSE,陶悦群,陶悦群,施贤梅,60724.492,20001026,安徽,合肥市,www.orthok.cn,autekchina@126.com;autekcfo@126.com,1633
002890.SZ,SZSE,柳秋杰,柳秋杰,刘志鸿,6667,19990120,山东,烟台市,www.sdhynj.net,hynjzq@126.com;lzhhongyu@126.com;sdhy_cwgxn@126.com,634
002823.SZ,SZSE,张浩宇,张浩宇,秦蓉,28707.6385,20090505,广东,深圳市,www.kaizhong.com,lilian.qin@kaizhong.com,4221
300533.SZ,SZSE,刘和国,刘和国,梅薇红,15100.38,20080121,广东,深圳市,www.q1.com,zqb@szgla.com,701
300625.SZ,SZSE,张宇涛,张宇涛,颜新元,28000,20100519,广东,广州市,www.pak.com.cn,info@pak.com.cn,4434
300719.SZ,SZSE,赵子安,赵子安,杜筱晨,25424.525,20011203,北京,北京市,www.andawell.com,securities@andawell.com,628
002936.SZ,SZSE,王天宇,申学清,傅春乔,651412.509,19961116,河南,郑州市,www.zzbank.cn,ir@zzbank.cn,5234
300636.SZ,SZSE,庞正伟,庞正伟,周志承,12861.992,20040420,江西,宜春市,www.jxsynergy.com,dm@jxsynergy.com;xta0358@163.com;zhangbo@jxsynergy.com,942
002159.SZ,SZSE,张泉,王栎栎,曹正,13866.6666,19890905,湖北,武汉市,www.sante.com.cn,sante002159@126.com,1608
300741.SZ,SZSE,夏利群,袁肖琴,胡伟,61588,19960627,西藏,拉萨市,www.hbflavor.com,ir@hbflavor.com;huangxingxing@hbflavor.com,952
300551.SZ,SZSE,陈崇军,陈崇军,姜小丹,20275.2,19960708,上海,上海市,www.gooao.cn,ir@gooao.cn,704
300722.SZ,SZSE,金卫平,袁有根,颜吉成,14560,20080505,江西,新余市,www.jx9394.com,dmb_9394@163.com,608
000100.SZ,SZSE,李东生,李东生,廖骞,1351927.941,19820311,广东,惠州市,www.tcl.com,ir@tcl.com,35379
300787.SZ,SZSE,周洪亮,周洪亮,韩双,12732,20090715,江西,吉安市,www.ce-link.com\www.ce-link.com.cn,anfuhinen@ce-link.com;ivyhan@ce-link.com,5073
002927.SZ,SZSE,黄正乾,黄正乾,余辉,22368.97,20081107,贵州,遵义市,www.tyt.net,changzheng@taiyong.net;yuhui@taiyong.net;hanhf@taiyong.net,1143
300818.SZ,SZSE,郑昊,程胜,王磊,7000,20051014,江西,上饶市,www.naipu.com.cn,dongban@naipu.com.cn,473
002980.SZ,SZSE,袁剑敏,袁剑敏,任欢,13333.34,19910326,广东,深圳市,www.cem-instruments.com,renhuan@cem-instruments.com;huxiaoyu@cem-instruments.com,1017
300696.SZ,SZSE,范庆新,杨有新,陈苗,17877,20040301,四川,成都市,www.cdald.com,sec@cdald.com;chenmiao85@cdald.com;zqbwendy@cdald.com,478
002110.SZ,SZSE,黎立璋,卢芳颖,胡红林,245157.6238,20011226,福建,三明市,www.sgmg.com.cn,sgmg@fjsg.com.cn;15356742@qq.com;2864664343@qq.com;3293878031@qq.com,11590
300660.SZ,SZSE,苏建国,华荣伟,苏达,25937.222,20060429,江苏,常州市,www.czleili.com,jsleili@leiligroup.com;sd0039@leiligroup.com;pjm0569@leiligroup.com,3821
300765.SZ,SZSE,韩峰,韩峰,杜英,42000,20060405,河北,石家庄市,www.xnwpharma.net,duying@mail.ecspc.com;300765@mail.ecspc.com,1791
002960.SZ,SZSE,蔡为民,卢文浩,张黔山,24621,20010615,河北,张家口市,www.jbufa.com,zhengquan@jbufa.com,2434
300742.SZ,SZSE,李占江,李占江,钟孟光,7849.857,20120419,江苏,南京市,www.yuebooemt.com,yuebozqb@yuebooemt.com,464
300906.SZ,SZSE,陶捷,陶捷,沈浩,8000,20060317,江西,南昌市,www.rym.com.cn,rymckgs@163.com,142
300843.SZ,SZSE,黄福林,黄福林,郏建平,14890,20071214,广东,东莞市,www.jctc.com.cn,ir@jctc.com.cn,1630
300669.SZ,SZSE,邹家春,邹家春,吴伟忠,11105.1892,20040414,浙江,杭州市,www.hzhuning.com,hzhuning@hzhuning.com;wu.wz@hzhuning.com;liu.hm@hzhuning.com,594
300648.SZ,SZSE,李有财,刘作斌,许龙飞,13540,20050124,福建,福州市,www.e-nebula.com,investment@e-nebula.com,1137
300902.SZ,SZSE,洪伟艺,洪伟艺,连剑生,12798,20080110,福建,厦门市,www.gad5119.com,touzibu@gad5119.com,350
300679.SZ,SZSE,陈育宣,陈育宣,聂成文,28080,20061120,广东,深圳市,www.ectsz.com,IR@ectsz.com,5210
002977.SZ,SZSE,楼继勇,陈镭,王艳,7150,20050317,四川,成都市,www.cdtjkj.com,irm@cdtjkj.com,164
002950.SZ,SZSE,崔金海,崔金海,杜先举,63326.5407,20020724,湖北,宜昌市,cn.allmed-china.com,ir@allmed.cn,4886
002187.SZ,SZSE,王华俊,钱圣山,钟芬,34242.2568,19900827,广东,广州市,www.grandbuy.com.cn,grandbuyoffice@163.com,3137
300577.SZ,SZSE,范劲松,范劲松,徐耘,21738.9926,20091113,安徽,滁州市,www.korrun.com,support@korrun.com;lindd@korrun.com,9152
002952.SZ,SZSE,贾继涛,贾继涛,边瑞群,16434,20120709,辽宁,鞍山市,www.yes-lcd.com,yes@yes-lcd.com;pengbing@yes-lcd.com;yesdongban@yes-lcd.com,1682
300768.SZ,SZSE,郑树生,郑树生,邹禧典,40001,20080528,浙江,杭州市,www.dptech.com,public@dptech.com,1231
002871.SZ,SZSE,范庆伟,李会君,刘克平,11672.2,19950608,山东,青岛市,www.weilongvalve.com,Liu.K.P@weflovalve.com;Zhao.xiang@weflovalve.com,725
300777.SZ,SZSE,杨永岗,温月芳,魏星,40001,20080428,江苏,常州市,www.sinofibers.com.cn,Sinofibers@163.com,260
002372.SZ,SZSE,金红阳,金红阳,谭梅,157311.2988,19991012,浙江,台州市,www.vasen.com,wxxc@vasen.com,4480
300727.SZ,SZSE,叶剑平,叶剑平,徐小骏,12688,20001206,浙江,宁波市,www.chinarunhe.com,runhe@chinarunhe.com;xuxiaojun@chinarunhe.com;liying@chinarunhe.com,412
300853.SZ,SZSE,陈如申,黎勇跃,蔡禄,8162.8,20020905,浙江,杭州市,www.shenhaoinfo.com,zhengquanbu@shenhaoinfo.com,441
300081.SZ,SZSE,孟宪民,孟宪民,吴狄杰,52915.7876,20011103,北京,北京市,www.hxgro.com,office@hxgro.com,792
300170.SZ,SZSE,陈迪清,黄益全,沈雁冰,88401.6939,20020715,上海,上海市,www.hand-china.com,investors@vip.hand-china.com;motton.shen@hand-china.com;ya.lu@hand-china.com,10355
002484.SZ,SZSE,陈卫东,陆军,王汉明,81829.5426,19581001,江苏,南通市,www.jianghai.com,info@jianghai.com;whm@jianghai.com,3205
002938.SZ,SZSE,沈庆芳,陈章尧,周红,231143.0816,19990429,广东,深圳市,www.avaryholding.com,a-h-m@avaryholding.com,35050
002975.SZ,SZSE,王兆春,陈均,张洪强,13893.34,20050530,广东,珠海市,www.zhbojay.com,zhengquan@zhbojay.com,1744
002061.SZ,SZSE,邵文年,董星明,邹宏,137563.8998,19981123,浙江,衢州市,www.zjjiaoke.com,ir@zjjiaoke.com,6968
002807.SZ,SZSE,孙伟,宋萍,卞丹娟,217200.1001,20011203,江苏,无锡市,www.jybank.com.cn,jyrcbank@sina.com;jynsyh@sina.com,1765
002983.SZ,SZSE,彭友,彭友,唐先胜,14168,20120515,安徽,合肥市,www.coreach.com.cn,xiansheng.tang@core-reach.com;xiaoting.qu@core-reach.com,503
300597.SZ,SZSE,林佳云,金谊晶,周伟,24000,19850410,吉林,长春市,www.jlucdi.com,jlucdi@jlucdi.com;zhouwei@jlucdi.com;gengyan@jlucdi.com,1361
300789.SZ,SZSE,周艳,周艳,魏益忠,4598.2759,20101105,四川,成都市,www.cdtye.com,dongban@cdtye.com,340
002935.SZ,SZSE,张建军,刘江,陈静,20800.65,20040104,四川,成都市,www.elecspn.com,boardoffice@elecspn.com,579
300870.SZ,SZSE,王合球,王合球,尚韵思,10120,19960529,广东,深圳市,www.honor-cn.com,Ir1@honor-cn.com;laurenshang@honor-cn.com,3034
300839.SZ,SZSE,王律,王律,尤丹红,10400,20051012,浙江,宁波市,www.bhpcc.com,bohui@bhppc.com,290
300700.SZ,SZSE,段志明,段志勇,周家华,8240.6238,20090408,湖南,长沙市,www.dialine.cn,diat@dialine.cn,766
300685.SZ,SZSE,LI-MOU ZHENG,LI-MOU ZHENG,罗捷敏,22194.225,20080221,福建,厦门市,www.amoydx.com,sid@amoydx.com,654
300703.SZ,SZSE,任召国,任召国,邓建军,18289.28,20010614,浙江,宁波市,www.cre8direct.net,cre8@cre8direct.net,2035
300701.SZ,SZSE,单森林,张慧,邹洋,12000,20050818,河南,南阳市,www.nysenba.com,stock@nysenba.com,605
002887.SZ,SZSE,卢云慧,祁永,冯佳,31200,19981126,天津,天津市,www.tjloving.com,tjluyin@tjluyin.com;haokai0637@tjluyin.com,332
300879.SZ,SZSE,叶晓波,叶晓波,吴军,16000,20060217,浙江,宁波市,www.dayepower.com,zjb01@dayepower.com,868
300841.SZ,SZSE,王清瀚,王清瀚,唐名太,6000,20040402,四川,成都市,www.kangh.com,contact@kangh.com,283
002489.SZ,SZSE,谢建勇,谢建强,王洪阳,217573.6503,20010618,浙江,台州市,www.yotrio.com,yotrioir@yotrio.com;whyofchina@sina.com,10327
002843.SZ,SZSE,方鸿,李辉,谢映波,21000,20031023,湖南,长沙市,www.bichamp.com,tjxc@bichamp.com;xieyingbo@bichamp.com;tanyongping@bichamp.com,421
002114.SZ,SZSE,李尤立,洪巩堤,杨忠明,32339.5267,20001221,云南,曲靖市,www.lpxdgf.cn,lpxdgf@china.com;948534951@qq.com,1663
002115.SZ,SZSE,李越伦,李越伦,任锋,71696.2919,19930513,浙江,杭州市,www.sunwave.com.cn,zqb@sunwave.com.cn,1174
002093.SZ,SZSE,陈学华,陈学华,张文斌,100750,20001229,福建,福州市,www.gmiot.com,zq@gmiot.com;ir@gmiot.com,806
002076.SZ,SZSE,冼树忠,柴华,张桃华,76411.3035,19921022,广东,佛山市,www.cnlight.com,info@cnlight.com;zhangtaohua@cnlight.com,521
300900.SZ,SZSE,王增夺,王增夺,吴铁华,21024,20110225,黑龙江,哈尔滨市,www.guanglianhangkong.com,ir@glavi.cn,631
002120.SZ,SZSE,聂腾云,聂腾云,符勤,289912.2158,19960405,浙江,宁波市,www.yundaex.com,ir@yundaex.com,8328
002072.SZ,SZSE,李燕媚,李燕媚,孙琛,17600,20000612,湖北,荆门市,,dmgfzqb@126.com;18676781486@163.com,21
002071.SZ,SZSE,陈志永,彭清燕,赵非凡,52542.9878,19990115,江苏,苏州市,www.chinaccys.com,chinaccys@126.com,479
002068.SZ,SZSE,王耀,魏明,李毅,72706.3596,20010712,江西,景德镇市,www.jx-blackcat.com,heimaoth@126.com,4275
300650.SZ,SZSE,庄占龙,庄占龙,苏芳,10735.16,20070911,福建,漳州市,www.tecnon.net,ir@tecnon.net,985
002148.SZ,SZSE,傅乐民,傅乐民,黄潇,56577.3727,19971112,北京,北京市,www.bisp.com,ir@bw30.com,237
002261.SZ,SZSE,李新宇,李新宇,龙麒,110076.6874,19960520,湖南,长沙市,www.talkweb.com.cn,securities@talkweb.com.cn;longqi@talkweb.com.cn:baoxiaodan@talkweb.com.cn,3842
002203.SZ,SZSE,朱张泉,朱张泉,钱自强,195211.1773,20011029,浙江,绍兴市,www.hailiang.com,gfoffice@hailiang.com,8383
002705.SZ,SZSE,郭建刚,曾展晖,陈景山,80147.2885,19951211,广东,佛山市,www.donlim.com,investor@donlim.com,20980
002207.SZ,SZSE,简伟,简伟,吕占民,26205.5378,20010629,新疆,克拉玛依市,www.zygf.com.cn,zygf@zygf.cn;lzm@zygf.cn;zhandong@zygf.cn,825
002118.SZ,SZSE,封有顺,封有顺,张万恒,128075.9826,19980525,吉林,通化市,www.jilinzixin.com.cn,zixin@zixinpc.cn,1517
002211.SZ,SZSE,杨鑫,周军,张雨人,43247.5779,20020424,上海,上海市,www.002211sh.com,zhengquanbu@hongda-chemical.com;zhengquanbu@002211sh.com;zhangyuren@002211sh.com,408
003006.SZ,SZSE,冯永林,冯永林,张黎,42777.78,20101129,重庆,重庆市,www.baiya.cn,baiya.db@baiya.cn;li.lin@baiya.cn,1957
300855.SZ,SZSE,万柏方,万柏方,万捷,20000,19910528,江苏,镇江市,www.toland-alloy.com,toland@toland-alloy.com,404
002232.SZ,SZSE,郭永锋,陶晖,安威,40854.8455,20001025,吉林,长春市,www.qm.cn,IR_qm@faw.com.cn;hongxs_qm@faw.com.cn,1496
300090.SZ,SZSE,刘玉斌,刘玉斌,吴双喜,131995.2922,20040607,安徽,安庆市,www.300090.com.cn,ahsy99@163.com;liulori@163.com;shxiwu@163.com;sydp66@126.com,1539
300096.SZ,SZSE,张曦,吴一禹,李虹海,43000,20000714,福建,厦门市,www.ylzinfo.com,tylee173@163.com;YLZ@ylzinfo.com;283879599@qq.com,2651
002216.SZ,SZSE,陈南,陈希,李鸿凯,79925.8226,20010628,河南,郑州市,www.sanquan.com,sanquan@sanquan.com;xuxiao@sanquan.com;lihongkai@sanquan.com,6785
003008.SZ,SZSE,姚致清,李亚萍,张冉,8000,20050127,河南,许昌市,www.ketop.cn,stock@ketop.cn,82
300743.SZ,SZSE,韩琼,韩琼,齐玲玲,9888.79,20020427,浙江,杭州市,www.todaytec.com.cn,securities@todaytec.com.cn,540
002896.SZ,SZSE,岑国建,宋小明,伍旭君,8000,20060828,浙江,宁波市,www.zd-motor.com,china@zd-motor.com,1466
002145.SZ,SZSE,朱树人,李玉峰,韩雨辰,205367.3321,20010223,甘肃,嘉峪关市,www.zhtb.com,sz002145@sinotio2.com;hanyuchen@sinotio2.com,2390
300444.SZ,SZSE,赵志宏,袁学恩,李涛,58572.0642,20021213,北京,北京市,www.sojoline.com,sojo@sojoline.com;zqb@sojoline.com,1603
002045.SZ,SZSE,何伟成,何伟成,肖庆,46838.3913,19951208,广东,广州市,www.ggec.com.cn,guoguang@ggec.com.cn;jinh_zhang@ggec.com;ir@ggec.com.cn,3184
300880.SZ,SZSE,章国耀,章恩友,李楠,13336,19990129,浙江,宁波市,www.nbjianan.com,ir@nbjnzn.com,322
000875.SZ,SZSE,高平,高平,赵民,214631.398,19971120,吉林,长春市,www.spicjl.com,jdgf@spic.com.cn,2788
300672.SZ,SZSE,向平,向平,黄然,18031.7642,20080924,湖南,长沙市,www.goke.com,ir@goke.com,508
300710.SZ,SZSE,许泉海,许泉海,郑静,6861.4,20010513,浙江,杭州市,www.prevail-catv.com,prevail@prevail-catv.com,978
002966.SZ,SZSE,王兰凤,赵琨,李伟,333333.3334,20041224,江苏,苏州市,www.suzhoubank.com,dongban@suzhoubank.com,4249
300643.SZ,SZSE,张健儿,张健儿,李滨,20000,19931225,浙江,杭州市,www.hamaton.com.cn,wtzk@hamaton.com.cn;lb@hamaton.com.cn;dmg@hamaton.com.cn,1036
002327.SZ,SZSE,林国芳,林国芳,龚芸,85258.073,19940811,广东,深圳市,www.fuanna.com.cn,fuanna@fuanna.com.cn;fuanna99@fuanna.com.cn;gongyun@fuanna.com.cn,4506
002771.SZ,SZSE,何小波,王小刚,李春友,20976.41,20000522,北京,北京市,www.bjzst.cn,IR@bjzst.cn;juyan@zzstworld.com,514
002900.SZ,SZSE,秦剑飞,秦剑飞,赵庆福,31660.005,19960621,黑龙江,哈尔滨市,www.medisan.com.cn,medisan1996@126.com,1843
002594.SZ,SZSE,王传福,王传福,李黔,272814.2855,19950210,广东,深圳市,www.byd.com,db@byd.com;wang.haijin@byd.com,229154
300807.SZ,SZSE,郭建国,郭建国,刘洪宇,6785.1,20040413,河南,郑州市,www.tiamaes.com,zqb@tiamaes.com,625
002948.SZ,SZSE,郭少泉,王麟,吕岚,450969,19961115,山东,青岛市,www.qdccb.com,ir@qdbankchina.com,4119
300828.SZ,SZSE,国占昌,国占昌,王哲,11028,20041125,天津,天津市,www.ruixin-eht.com,rxc-zqb@ruixin-eht.com;wzhe@ruixin-eht.com;zq@ruixin-eht.com,515
002083.SZ,SZSE,肖茂昌,吴明凤,彭仕强,90801.3731,19990811,山东,潍坊市,www.sunvim.com,furigufen@126.com,13993
300091.SZ,SZSE,季伟,季伟,陈树军,123026.4538,19930409,江苏,南通市,www.jtlfans.com,dsh@jtlfans.com,1512
300504.SZ,SZSE,李世宏,白云波,陈思,26740.8,20010115,四川,成都市,www.tianyisc.com,tykh@tianyisc.com,2894
002338.SZ,SZSE,孙守红,高劲松,高劲松,24000,20010626,吉林,长春市,www.up-china.com,up@up-china.com;zhoujianup@163.com,1227
300026.SZ,SZSE,姚小青,郑丹,蓝武军,300415.4837,20000930,天津,天津市,www.chasesun.cn,shangxm_420@sina.com;admin@chasesun.cn;lanwujun@chasesun.cn,5493
002116.SZ,SZSE,赵国昂,陈荣荣,林琳,41762.8938,19930217,上海,上海市,www.haisum.com,haisum@haisum.com,4866
002331.SZ,SZSE,李臻,廖凯,潘大圣,41207.2469,19990512,安徽,合肥市,www.wantong-tech.net,dspan@wantong-tech.net;wtkj@wantong-tech.net,1475
002450.SZ,SZSE,冯文书,冯文书,韩静,354090.0282,20010821,江苏,苏州市,www.kangdexin.com,kdx@kdxfilm.com;hj@kdxfilm.com,1902
002350.SZ,SZSE,张新育,朱明,郭文亮,54236.9011,19930717,北京,北京市,www.creat-da.com.cn,IR@creat-da.com.cn,2296
002056.SZ,SZSE,何时金,任海亮,吴雪萍,164360,19990330,浙江,金华市,www.chinadmegc.com,wxp@dmegc.com.cn;liying@dmegc.com.cn;gfgs@dmegc.com.cn;xuqian@dmegc.com.cn,15243
002172.SZ,SZSE,沈学如,沈学如,季超,77648.1362,20011022,江苏,苏州市,www.ayjk.cn,aykj@aoyang.com;jic@aoyang.com;guozh@aoyang.com,5047
300811.SZ,SZSE,杜江华,杜江华,阮佳林,5760,20090917,广东,深圳市,www.pocomagnetic.com,poco@pocomagnetic.com,669
002088.SZ,SZSE,鹿成滨,鹿超,刘兆红,36170.2033,19921014,山东,淄博市,www.luyang.com,luyang@luyang.com;sdlyzqb@luyang.com;tianshoubo@luyang.com,2566
002332.SZ,SZSE,张宇松,张宇松,张王伟,91621.2166,20000626,浙江,台州市,www.xjpharma.com,xy@xjpharma.com;dmb@xjpharma.com,3690
002168.SZ,SZSE,汪超涌,王蔚,付汝峰,80192.9568,19990702,广东,深圳市,www.hifuture.com,szhc@hifuture.com;furufeng@hifuture.com;wenqiuping@hifuture.com,870
002066.SZ,SZSE,曾大凡,陈海山,邹琼慧,23100,20011230,北京,北京市,www.bjruitai.com,ruitai@bjruitai.com;zhxb@bjruitai.com;dongmi@bjruitai.com,2971
002146.SZ,SZSE,耿建明,刘山,陈金海,434816.3851,19961230,河北,廊坊市,www.risesun.cn,dongmichu@risesun.cn,24054
300152.SZ,SZSE,毛军亮,程芳芳,宗冉,71280,20030617,河北,保定市,www.kre.cn,dongban@kre.cn,641
300647.SZ,SZSE,杜建军,杜建军,王军,35691.0612,20050427,广东,深圳市,www.pccooler.cn,cps@pccooler.cn;wj@pccooler.cn;luoliyun@pccooler.cn,814
002320.SZ,SZSE,叶伟,叶伟,蔡泞检,148595.5458,20021206,海南,海口市,www.hnss.net.cn,haixiagufen@163.com;chg3319@163.com;cai.ningjian@coscoshipping.com,1211
300558.SZ,SZSE,丁列明,丁列明,吴灵犀,40204.6429,20030107,浙江,杭州市,www.bettapharma.com,betta0107@bettapharma.com,1328
002305.SZ,SZSE,秦普高,钟永红,畅文智,173421.577,19980727,湖北,武汉市,www.langold.com.cn,ir@langold.com.cn,815
002070.SZ,SZSE,赵德永,陈锦堂,王忻,63525.8156,20020225,福建,莆田市,www.zhonghe.com,security@zhonghe.com,466
002279.SZ,SZSE,赵福君,施瑞丰,王海霞,71125.5563,19990816,北京,北京市,www.jiuqi.com.cn,002279@jiuqi.com.cn;whx@jiuqi.com.cn,3208
002098.SZ,SZSE,张国根,施明取,谢静波,35800,19920217,福建,泉州市,www.sbszipper.com.cn,stock@sbszipper.com,4569
002001.SZ,SZSE,胡柏藩,胡柏剡,石观群,214866.23,19990405,浙江,绍兴市,www.cnhu.com,sgq@cnhu.com;002001@cnhu.com,9971
300897.SZ,SZSE,钱炳炯,季永聪,王雪洲,6800,19991108,浙江,杭州市,www.seck.com.cn,seckdm@163.com,405
002303.SZ,SZSE,王海鹏,王治军,刘会丰,153132.3685,20000517,广东,深圳市,www.szmys.com,mys.stock@szmys.com,4900
002337.SZ,SZSE,张晓辰,史航,焦君涵,58861.575,19950216,天津,天津市,www.chinarpm.com,tstzqb@sina.com,937
002377.SZ,SZSE,王昕,吕华生,彭雅超,91632.5201,20020325,湖北,武汉市,www.guochuang.com.cn,cbmb@public.wh.hb.cn;p20732@sina.com;gc002377@163.com;hb_guochuanggaoxin@qq.com,6273
300114.SZ,SZSE,康学军,刘东平,纪刚,59076.0499,20021225,陕西,汉中市,www.zemic.com.cn,jigang@zemic.com.cn;admin@zemic.com.cn;chenquan@zemic.com.cn,3147
002044.SZ,SZSE,俞熔,徐可,江维娜,391425.3923,19910122,江苏,南通市,www.health-100.cn,caoym@health-100.cn;jiangweina@health-100.cn;liulj@health-100.cn,37173
002085.SZ,SZSE,陈滨,董瑞平,章银凤,218687.9678,20010930,浙江,绍兴市,www.wfaw.com.cn,wfirm@wfjt.com;zhangyf@wfjt.com;yinfeng.zhang@wfjt.com;ya.li@wfjt.com,9833
002080.SZ,SZSE,薛忠民,,陈志斌,167812.3584,20011228,江苏,南京市,www.sinomatech.com,sinoma@sinomatech.com,17609
002961.SZ,SZSE,林志斌,葛昶,林娟,44500,19930324,福建,厦门市,www.rdqh.com,ruida@rdqh.com;gyj_rabbit@126.com,463
300689.SZ,SZSE,冯学裕,冯学裕,蒋伟红,6800,20060801,广东,深圳市,www.ctwygroup.com,sec@ctwygroup.com,820
300678.SZ,SZSE,史志明,史志明,尹邦明,18000,20010626,四川,成都市,www.casit.com.cn,dsh@casit.com.cn,480
002404.SZ,SZSE,周国建,徐鸿,郑晓,57767.3641,19990329,浙江,嘉兴市,www.chinesesilk.cn,inf@jxsilk.cn,3136
002096.SZ,SZSE,曾德坤,张健辉,邹七平,37128.7,20010810,湖南,永州市,www.hnnlmb.com,nanlingminbao@21cn.com;303736398@qq.com;571801392@qq.com;5351071@qq.com,5335
002097.SZ,SZSE,付向东,付向东,王剑,108749.7465,19990729,湖南,长沙市,www.sunward.com.cn,wangjian2@sunward.com.cn;yigm@sunward.com.cn;db@sunward.com.cn,4961
002940.SZ,SZSE,方南平,蒋震山,孙黎明,9000,20011230,浙江,绍兴市,www.alkpharm.com,ir@alkpharm.com,871
002451.SZ,SZSE,朱志兰,朱志兰,张勰,43920,19971005,上海,上海市,www.mornelectric.com,investor@mornelectric.com;zhangx@mornelectric.com,169
300353.SZ,SZSE,李平,李平,吴建国,51098.0897,20000327,北京,北京市,www.kyland.com.cn,ir@kyland.com,1433
002002.SZ,SZSE,周奕丰,周奕丰,林少韩,258898.0263,19951206,江苏,扬州市,www.002002.cn,yjzoe@163.com;hdxygf@hdxy.com;hdxylsh@outlook.com,5401
300414.SZ,SZSE,王雪颖,王雪颖,周辉,32473.3466,20040218,四川,成都市,www.zhongguang.com,zhouhui@zhongguang.com;IR@zhongguang.com,801
300681.SZ,SZSE,姜桂宾,姜桂宾,邓柳明,7560,20050114,广东,珠海市,www.in-powercar.com,enpower@vip.163.com,831
000151.SZ,SZSE,刘艳,张晖,张朋,29598,19990301,北京,北京市,www.complant-ltd.com,complant@complant-ltd.com,352
000153.SZ,SZSE,何宏满,卢家和,张军,31214.123,19970830,安徽,芜湖市,www.bbcayy.com,xlyyzj@163.com;xlyyzj@sohu.com,4668
000155.SZ,SZSE,吕必会,何勇,欧健成,127000,19971020,四川,成都市,www.cndl155.com,ojc@cndl155.com;sz000155@sina.com;fujia620@163.com;mail@cndl155.com,229
000156.SZ,SZSE,鲍林强,乔小燕,洪方磊,143335.1902,19940630,浙江,杭州市,www.wasu.com,wushuai@wasu.com.cn;000156@wasu.com,4998
000157.SZ,SZSE,詹纯新,詹纯新,杨笃志,791869.8044,19990831,湖南,长沙市,www.zoomlion.com,157@zoomlion.com,19016
000550.SZ,SZSE,邱天高,王文涛,宛虹,86321.4,19970108,江西,南昌市,www.jmc.com.cn,relations@jmc.com.cn,14788
000551.SZ,SZSE,刘春奇,朱志浩,周成明,40008.0405,19931222,江苏,苏州市,www.000551.cn,dmc@cykj000551.com,2636
000552.SZ,SZSE,杨先春,马海龙,滕万军,228697.105,19961228,甘肃,白银市,www.jymdgs.com,jingymd@163.com,12439
000553.SZ,SZSE,Ignacio Dominguez,Ignacio Dominguez,李忠禧,234412.1302,19980327,湖北,荆州市,www.adama.com,irchina@adama.com,7751
000554.SZ,SZSE,宋鹏,宋鹏,孙建生,48079.3318,19930317,山东,泰安市,,1596721616@qq.com,1383
000658.SZ,SZSE,董宇,董宇,陈晓龙,15702.1602,19961015,福建,厦门市,,xmhydsh@dingtalk.com,5
000659.SZ,SZSE,刘锦钟,张海滨,秦弘毅,128570.252,19851218,广东,珠海市,www.zhongfu.com.cn,zfzjb@zhongfu.com.cn,1976
000660.SZ,SZSE,曾凡章,曾凡章,李春植,23924.3921,19961204,广东,广州市,www.datonggroup.com.cn,Lichunzhi1975@126.com,241
000661.SZ,SZSE,马骥,安吉祥,张德申,40472.029,19930610,吉林,长春市,www.ccht.jl.cn,zds000661@163.com;zds@ccht.jl.cn;000661@ccht.jl.cn,5535
