name,shortname,province,city,address,phone,office,website,chairman,manager,reg_capital,setup_date,end_date,employees,main_business,org_code,credit_code
江苏嬴丰利通投资管理有限公司,嬴丰利通,江苏,南京市,江苏省南京市建邺区江东中路303号03幢3单元1509室,,江苏省南京市建邺区江东中路303号03幢3单元1509室,,张辰龙,,2000.0,20160223,,7.0,,MA1MFED36,91320105MA1MFED36M
深圳冠拓投资管理有限公司,冠拓投资,广东,深圳市,广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),,广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),,杨锦峰,,1000.0,20151012,,7.0,,356512939,914403003565129395
杭州星地投资管理有限公司,星地投资,浙江,杭州市,浙江省杭州市西湖区古墩路673号19楼浙江觅爱酒店管理有限公司19B26室,,浙江省杭州市西湖区古墩路673号19楼浙江觅爱酒店管理有限公司19B26室,,焦爽,,500.0,20171017,,7.0,,MA2AXHR32,91330106MA2AXHR32U
西安智本投资管理有限责任公司,智本投资,陕西,西安市,陕西省西安市雁塔区曲江新区曲江行政商务区曲江智慧大厦三层302室,,陕西省西安市雁塔区曲江新区曲江行政商务区曲江智慧大厦三层302室,,徐莉,,1000.0,20091012,,9.0,,693827675,916101036938276759
西安榴花基金管理有限公司,榴花基金,陕西,西安市,陕西省西安市雁塔区高新四路朗臣大厦26层,,陕西省西安市雁塔区高新四路朗臣大厦26层,,李雪萍,,1000.0,20171113,,6.0,,MA6U9T4A0,91610136MA6U9T4A0T
杭州循道量化资产管理有限公司,循道量化,浙江,杭州市,浙江省杭州市上城区中河中路21号(杭州市上城区典家酒店)118室,,浙江省杭州市上城区中河中路21号(杭州市上城区典家酒店)118室,,陈海洋,,1000.0,20171117,,5.0,,MA2AY7M98,91330102MA2AY7M98K
浙江四叶草资产管理有限公司,四叶草资产,浙江,杭州市,浙江省杭州市上城区元帅庙后88-1号226室,,浙江省杭州市上城区元帅庙后88-1号226室,,张颖,,1000.0,20170122,,6.0,,MA28LMDL7,91330102MA28LMDL71
杭州厚家资产管理有限公司,厚家资产,浙江,杭州市,"浙江省杭州市西湖区文三路386-390号,学院路99号3幢钱江水利科技大厦十四层1406室",,"浙江省杭州市西湖区文三路386-390号,学院路99号3幢钱江水利科技大厦十四层1406室",,沈丹,,500.0,20170804,,7.0,,MA28WHQW6,91330108MA28WHQW6C
广州华信私募证券投资管理有限公司,广州华信,广东,广州市,广东省广州市从化区温泉镇明月山溪大道及第大街12号209房之140,,广东省广州市从化区温泉镇明月山溪大道及第大街12号209房之140,,李宝华,,1000.0,20171030,,6.0,,MA5AKWCB8,91440101MA5AKWCB84
上海堃慧投资管理有限公司,堃慧投资,上海,上海市,上海市崇明区城桥镇秀山路8号3幢4层T区2100室(上海市崇明工业园区),,上海市崇明区城桥镇秀山路8号3幢4层T区2100室(上海市崇明工业园区),,张世兵,,1000.0,20150918,,6.0,,358444722,91310230358444722Q
北京盈立方投资管理有限公司,盈立方投资,北京,北京市,北京市海淀区白家疃尚水园1号楼8层812,,北京市海淀区白家疃尚水园1号楼8层812,,段磊,,1000.0,20140311,,7.0,,094563727,911101080945637273
杭州世喜资产管理有限公司,世喜资产,浙江,杭州市,浙江省杭州市建德市寿昌镇横山社区文化路2号232-40,,浙江省杭州市建德市寿昌镇横山社区文化路2号232-40,,彭海,,1000.0,20171213,,7.0,,MA2AYNDE5,91330182MA2AYNDE5A
云竺(上海)投资有限公司,云竺投资,上海,上海市,浦东新区临港海洋高新技术产业化基地A0201街坊1544号,,浦东新区临港海洋高新技术产业化基地A0201街坊1544号,,鲍翔,,1000.0,20150323,,8.0,,332358869,913101153323588695
上海北渊资产管理有限公司,北渊资产,上海,上海市,上海市青浦区五厍浜路201号5幢二层D区248室,,上海市青浦区五厍浜路201号5幢二层D区248室,,李柯,,5000.0,20151009,,5.0,,MA1JL00HX,91310118MA1JL00HX2
上海远海资产管理有限公司,远海资产,上海,上海市,中国(上海)自由贸易试验区耀华路251号一幢一层,,中国(上海)自由贸易试验区耀华路251号一幢一层,,陈汉泽,,1000.0,20151117,,9.0,,MA1K32EF0,91310000MA1K32EF0T
宁波灵泽投资管理有限公司,灵泽投资,浙江,宁波市,浙江省宁波市江北区慈城镇慈湖人家267号2361室,,浙江省宁波市江北区慈城镇慈湖人家267号2361室,,阮志明,,1000.0,20170824,,5.0,,MA293P7Y6,91330205MA293P7Y64
长沙皓熙投资管理合伙企业(有限合伙),皓熙投资,湖南,长沙市,湖南省长沙市雨花区振华路199号(环保科技园创业中心)2楼202房,,湖南省长沙市雨花区振华路199号(环保科技园创业中心)2楼202房,,陆国庆,,,20171120,,7.0,,MA4P8R3Q6,91430111MA4P8R3Q64
广东狐尾松资产管理有限公司,狐尾松资产,广东,珠海市,广东省珠海市横琴新区宝华路6号105室-40767(集中办公区),,广东省珠海市横琴新区宝华路6号105室-40767(集中办公区),,高铭泽,王代新,1000.0,20171130,,5.0,,MA5131TQ3,91440400MA5131TQ3C
广东泓骐私募证券投资基金管理有限公司,广东泓骐,广东,东莞市,广东省东莞市松山湖高新技术产业开发区创新科技园1号楼407室,,广东省东莞市松山湖高新技术产业开发区创新科技园1号楼407室,,林龙洲,,1000.0,20171117,,5.0,,MA511BD05,91441900MA511BD05Y
杭州勃森投资管理有限公司,勃森投资,浙江,杭州市,浙江省杭州市上城区元帅庙后88-2号355室,,浙江省杭州市上城区元帅庙后88-2号355室,,张文彪,,1000.0,20170904,,7.0,,MA28XL0EX,91330102MA28XL0EXK
杭州卓昂投资管理有限公司,卓昂投资,浙江,杭州市,浙江省杭州市江干区五星路198号瑞晶国际3301-B,,浙江省杭州市江干区五星路198号瑞晶国际3301室,,叶长芃,,10000.0,20130326,,20.0,,063968078,91330104063968078H
北京中德汇投资管理有限公司,中德汇投资,北京,北京市,北京市海淀区永丰产业基地永捷北路3号A座203室,,北京市海淀区永丰产业基地永捷北路3号A座203室,,高红梅,,5000.0,20150204,,5.0,,330235005,
上海胜才资产管理有限公司,胜才资产,上海,上海市,上海市徐汇区船厂路177号1幢326室,,上海市长宁区古北路555弄3号302室,,刘合儒,,1000.0,20150813,,5.0,,351169852,
北京明汇资产管理有限公司,明汇资产,北京,北京市,北京市丰台区四方景园四区3号楼013-3-1号,,,,张玉宏,,1000.0,20040521,,18.0,,,
广东同镒投资管理有限公司,同镒投资,广东,广州市,广东省广州市天河区体育西路维多利广场A塔4201房A室,,,,吴远辉,,2000.0,19970926,,,,,914400006174304739
安庆农村商业银行股份有限公司,安庆农商行,安徽,安庆市,安徽省安庆市集贤南路40号,86-556-5221173,安徽省安庆市集贤南路40号,www.aqrcbank.com,韦道德,李春香,53980.0,20091123,,424.0,,697390861,91340800697390861P
深圳中广核亨风股权投资基金管理有限公司,中广核亨风,广东,深圳市,广东省深圳市福田区上步中路1001号深圳科技大厦1501室,,广东省深圳市福田区上步中路1001号深圳科技大厦1501室,,阎泽坡,,350.0,20140729,,6.0,,311858602,914403003118586026
上海复励投资管理有限公司,复励投资,上海,上海市,上海市闸北区汶水路51号14幢3层315室,,上海市闸北区汶水路51号14幢3层315室,,周丽华,,500.0,20140319,,5.0,,,
北京国开银信基金管理有限公司,国开银信基金,北京,北京市,北京市平谷区林荫北街13号信息大厦802室,,北京市西城区东河沿胡同73号六层601,,范大欣,,3000.0,20141128,,8.0,,318211094,91110117318211094P
华尔基金管理有限公司,华尔基金,辽宁,沈阳市,辽宁省沈阳市沈河区朝阳街6号,,北京市朝阳区东三环中路20号乐成中心A座21层,www.huerfund.com,王洪汐,,5000.0,20101129,,60.0,,56466083X,9121010056466083XG
湖南善泽资产管理有限责任公司,善泽资产,湖南,长沙市,湖南省长沙市开福区五一大道882号中环公寓南栋2204房,,湖南省长沙市开福区芙蓉中路1段469号新闻大厦12楼,,顿于勤,,1000.0,20141225,,4.0,,325650706,91430105325650706X
深圳市能信基金管理有限公司,能信基金,广东,深圳市,广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),,广东省深圳市福田区深南大道车公庙绿景广场主楼32E,,罗俊池,,3000.0,20150707,,15.0,,342892221,91440300342892221E
上海永翌投资管理有限公司,永翌投资,上海,上海市,上海市浦东新区五莲路202号129室,,上海市宝山区宝菊路22弄136号1003室,,金文甫,,100.0,20150213,,4.0,,332787911,913101153327879117
广东瑞达投资管理有限公司,瑞达投资,广东,佛山市,广东省佛山市南海区桂城天佑三路11号美邦公寓1204房,86-4008881380,广州市海珠区新港东路1000号保利世界贸易中心C座西塔1503,www.radargd.com,尹飞,王莉,1000.0,20110622,,7.0,"证券投资,资产管理,信托投资顾问业务",577870123,91440605577870123L
新余农村商业银行股份有限公司,新余农商行,江西,新余市,江西省新余市毓秀东大道259号,86-790-6424316,江西省新余市毓秀东大道259号,www.xynhh.com,周斌,开根龙,134386.4483,20060922,,,,792832859,91360500792832859H
山东汶上农村商业银行股份有限公司,山东汶上农商行,山东,济宁市,山东省济宁市汶上县中都大街88号,86-537-7217374,山东省济宁市汶上县中都大街88号,,苏强,,50000.0,20160325,,,,,91370800MA3C838N4N
上海宏连投资管理有限公司,宏连投资,上海,上海市,上海市浦东新区世纪大道88号3506A单元,,上海市浦东新区世纪大道88号3506A单元,,张岩,,1000.0,20150217,,12.0,,332812689,91310000332812689H
北京互联创新工场投资管理有限公司,互联创新工场投资,北京,北京市,北京市海淀区海淀大街3号1幢10层1001-055室,,北京市海淀区海淀大街3号A座10层,www.chuangxin.com,李璞玉,,6500.0,20150604,,13.0,,344293695,91110108344293695M
宁波乾道星和投资管理中心(有限合伙),乾道星和投资,浙江,宁波市,浙江省宁波市北仓区梅山大道商务中心1号办公楼523室,,,,,,,20130401,,,,,
北京国狮资产管理有限公司,国狮资产,北京,北京市,北京市东城区南竹杆胡同2号银河搜候中心5层20616-A0545,,北京市东城区崇文门外大街5号太华公寓2座701,,黄安秋,,1000.0,20140512,,7.0,,600340332,
深圳市景石投资管理有限公司,景石投资,广东,深圳市,广东省深圳市福田区彩田路东方新天地广场C栋1803,,广东省深圳市福田区彩田路东方新天地广场C栋1803,,许景松,,1000.0,20091113,,9.0,,697109275,
深圳市贞观资产管理有限公司,贞观资产,广东,深圳市,广东省深圳市福田区竹子林五路竹林花园2号楼712号,,广东省深圳市福田区竹子林五路竹林花园2号楼712号,,赖永和,赖永和,1000.0,20080618,,9.0,,674814510,
北京中元晓阳资本管理有限公司,中元晓阳资本,北京,北京市,北京市朝阳区双桥东路10号院1-6号楼地下部分-1层6067,,北京市朝阳区建国路91号金地中心A座1205,,高媛,,1000.0,20150415,,10.0,,339748755,
上海首泓投资管理有限公司,首泓投资,上海,上海市,上海市浦东新区自由贸易试验区加枫路26号108室,,上海市杨浦区长阳路1568号四季广场1号楼,www.shouhonginvest.com,杨本军,,1000.0,20140808,,12.0,,,
深圳市永庆吉资产管理有限公司,永庆吉资产,广东,深圳市,广东省深圳市福田区福保街道石厦北二街西新天世纪商务中心A座2305,,广东省深圳市福田区石厦北二街新天世纪商务中心A座2305室,,段存永,,2125.0,20151028,,10.0,,,914403003591849508
北京兆元投资咨询有限公司,兆元投资,北京,北京市,北京市北京经济技术开发区文化园西路8号院4号楼6层704,86-10-58203780,北京市朝阳区建国路93号万达广场8-3009,,张益,,10.0,20130814,,3.0,,08045516X,9111030208045516X6
上海舒克资产管理有限公司,舒克资产,上海,上海市,上海市宝山区蕴川路5475号3537室,,上海市浦东新区龙阳路2277号永达国际大厦15楼,www.betazixun.com,雷琼雯,,300.0,20160316,,10.0,,MA1GKBYJ4,91310113MA1GKBYJ4A
山东临清农村商业银行股份有限公司,山东临清农商行,山东,临清市,山东省聊城市临清市新华办事处南门村(青年路东首路南古楼东街26号),86-635-2425828,山东省聊城市临清市新华办事处南门村(青年路东首路南古楼东街26号),,王怀瑞,李然,54115.1,20151228,,,,,91371500MA3C4W6A2B
深圳市哲灵投资管理有限公司,哲灵投资,广东,深圳市,广东省深圳市福田区莲花街道福中三路诺德中心3A,86-755-86618018,广东省深圳市福田区诺德中心3A,www.zl-invest.com,徐泽林,吴文颖,2000.0,20070509,,12.0,,661019702,
苏州蔚蓝投资管理有限公司,蔚蓝投资,江苏,苏州市,江苏省苏州市高新区泰山路2号,86-512-62993166,江苏省苏州市工业园区苏州大道西8号中银惠龙大厦2808室,,王忠,,200.0,20080307,,4.0,,672541555,913205946725415552
深圳市徐星投资管理有限公司,徐星投资,广东,深圳市,广东省深圳市福田区深南中路与广深高速公路交界东南金运世纪大厦6B,86-755-83131734,广东省深圳市福田区深南中路与广深高速公路交界东南金运世纪大厦6B,www.xxtz.com.cn,张东伟,张东伟,1000.0,20030527,,7.0,,750461172,91440300750461172B
上海嘉裕投资管理有限公司,嘉裕投资,上海,上海市,上海市杨浦区国和路36号15栋3435室,86-400-6759368,上海市长宁区江苏路398号舜元企业发展大厦7层,www.goodwin.cn,刘方生,,2000.0,20070830,,42.0,,78515181X,9131011078515181X8
东莞市湘财资产管理有限公司,湘财资产,广东,东莞市,广东省东莞市南城区黄金路1号东莞天安数码城B2栋1502,,广东省东莞市南城区黄金路1号东莞天安数码城B2栋1502,,刘贵古,,1000.0,20140924,,9.0,,323305642,91441900323305642T
美洲虎资产管理有限公司,美洲虎资产,,,,,,,,,,20120424,,,,,
新疆汇和银行股份有限公司,新疆汇和银行,新疆,伊犁哈萨克自治州,新疆维吾尔自治区伊犁哈萨克自治州奎屯市团结南街56号,"86-992-3228322,86-992-3251259",新疆维吾尔自治区伊犁哈萨克自治州奎屯市团结南街56号,www.bohuihe.com,孟宪泉,杜奉玲,109809.7032,20020712,,205.0,,738397825,916540007383978258
福建天朗资产管理有限公司,天朗资产,福建,福州市,福建省福州市台江区五一中路88号平安大厦15B,,福建省福州市台江区五一中路88号平安大厦15B,,施通达,,1000.0,20151113,,7.0,,MA344EQL3,91350100MA344EQL3U
仟品(上海)股权投资管理有限公司,仟品投资,上海,上海市,上海市浦东新区张江高科技园区芳春路400号1幢3层302-40室,,上海市浦东新区东方路18号保利广场E座1101室,,潘建岳,,2000.0,20150810,,20.0,,35110520X,
北京鼎诚同盛投资有限公司,鼎诚同盛投资,北京,北京市,北京市海淀区莲花池东路39号11层1101室,,北京市海淀区莲花池东路39号11层1101室,,蔡宁宁,蔡宁宁,3060.0,20101116,,16.0,,565824859,
深圳市宏润恒丰资本管理有限公司,宏润恒丰资本,广东,深圳市,广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),,广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),,陈俊安,,1000.0,20150930,,12.0,,358263825,91440300358263825L
重庆诺鼎资产管理有限公司,诺鼎资产,重庆,重庆市,重庆市江北区海尔路319号4-1-1,,重庆市南岸区南坪浪高国际B栋33楼d-1,,曾宪钊,,1250.0,20150113,,12.0,,327735885,915000003277358859
上海和衡实业投资发展有限公司,和衡投资,上海,上海市,上海市嘉定区南翔镇昌翔路168号1幢113室,,上海市黄浦区南京西路338号天安中心2105室,www.shheheng.com,李微频,,1100.0,20091103,,13.0,,695840945,91310114695840945A
湖北容成盈投资管理有限公司,容成盈投资,湖北,武汉市,湖北省武汉市武昌区北港村南国南湖城市广场第3栋10层6号,,湖北省武汉市武昌区北港村南国南湖城市广场第3栋10层6号,,孙强,,2000.0,20150522,,8.0,,333598530,914201063335985309
宗略投资(上海)有限公司,宗略投资,上海,上海市,上海市浦东新区南汇新城镇环湖西二路888号1幢区9019室,,上海市黄浦区龙华东路818号金融A1501室,,程驰,,5000.0,20150521,,4.0,,342422633,913101153424226336
深圳市前海宜涛资产管理有限公司,前海宜涛资产,广东,深圳市,广东省深圳市前海深港合作区管理局综合办公楼A栋201室,,广东省深圳市福田区福华一路国际商会大厦B座601室,,肖冰,,1000.0,20131105,,4.0,,,914403000859744012
深圳恒鼎资产管理有限公司,恒鼎资产,广东,深圳市,广东省深圳市前海深港合作区前海一路1号A栋201室,,湖北省武汉市汉阳区龙阳大道人信汇B6栋2114,www.hdzctz.com,邓卫红,,1000.0,20151230,,5.0,,359645913,91440300359645913J
上海御勤投资有限公司,御勤投资,上海,上海市,上海市金山区枫泾镇泾商路99弄2059号205室,,上海市长宁区兴国路78号兴国宾馆商务楼二楼,,熊剑波,,1000.0,20100524,,13.0,,555937075,913101165559370751
上海汇牛资产管理有限公司,海汇牛资产,上海,上海市,上海市虹口区四川北路1361号905单元,,上海市虹口区四川北路1361号905单元,,于琳,,1000.0,20141111,,10.0,,320878736,91310109320878736B
东兴证券投资有限公司,东兴证券投资,福建,福州市,福建省福州市平潭综合实验区金井湾片区台湾创业园,,北京市西城区金融大街五号新盛大厦B座6层,,谭世豪,,30000.0,20120207,,35.0,,589565222,913501285895652228
伟诺资产管理(深圳)有限公司,伟诺资产,广东,深圳市,广东省深圳市南山区深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书,,广东省深圳市福田区金田路与福华路交汇处金中环商务大厦1525,,罗燕,,1000.0,20160120,,9.0,,359741649,91440300359741649W
深圳市恒泰永成投资管理有限公司,恒泰永成投资,广东,深圳市,广东省深圳市南山区前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公,,广东省深圳市福田区金田路与福华路交汇处现代国际大厦1502室,,陈新立,,1000.0,20150812,,8.0,,349878158,91440300349878158Q
济宁银行股份有限公司,济宁银行,山东,济宁市,山东省济宁市金宇路6号,86-537-2885876,山东省济宁市金宇路6号,www.jn-bank.com,李敏,杜强,122687.0305,20010730,,1563.0,,723876735,91370800723876735L
山西晋尚博银股权投资管理有限公司,晋尚博银投资,山西,太原市,山西省太原市杏花岭区新民北街43号商铺2号,,山西省太原市杏花岭区新民北街43号商铺2号,www.jinshangcapital.com,徐红梅,,1000.0,20130313,,6.0,,063419757,
杭州盈开投资管理有限公司,盈动资本,浙江,杭州市,浙江省杭州市经济技术开发区6号大街452号1号孵化大楼2A05号,86-571-87997755,浙江省杭州市余杭区文一西班路998号海创园1楼1206,,项建标,,500.0,20090623,,5.0,,689095774,913301016890957749
北京鑫慧易通投资管理有限公司,鑫慧易通投资,北京,北京市,北京市朝阳区高碑店乡兴隆庄甲8号二层2087室,,北京市朝阳区朝阳北路11号楼11层1单元1102室,,孙蕊,,1000.0,20130911,,7.0,,,911101050785636719
广州金八海投资有限公司,金八海投资,广东,广州市,广东省广州市天河区车陂新涌口西26号三楼(部位:南353房),,广东省广州市天河区车陂新涌口西26号三楼(部位:南353房),,李志坚,,1000.0,20140401,,,,,91440106093554722G
经纬(杭州)投资管理有限公司,经纬投资,浙江,杭州市,浙江省杭州市西湖区文三路50号2221室,,浙江省杭州市下城区环城北路208号坤和中心3202,,曹国熊,,10000.0,20101026,,8.0,,56301959X,9133010656301959X0
上海汇贝投资管理有限公司,汇贝投资,上海,上海市,上海市浦东新区书院镇丽正路1628号4幢4268室,,上海市浦东新区华绣路255弄17号502室,,游飞宇,,1000.0,20150422,,5.0,,33261923X,
河南嘉航资产管理有限公司,嘉航资产,河南,郑州市,河南省郑州市金水区经三路15号广汇国贸B座8楼,,河南省郑州市金水区经三路15号广汇国贸B座8楼,,马邦洲,,3001.0,20141202,,9.0,,317693706,
重庆北斗卫星导航投资管理有限公司,北斗卫星导航投资,重庆,重庆市,重庆市江北区鱼嘴镇永和路39号2层4间,,北京市东城区东长安街1号东方广场西一办公楼十一层3室,,董广,,200.0,20141125,,7.0,,,915000003204793806
杭州荣宏投资管理有限公司,荣宏投资,浙江,杭州市,浙江省杭州市上城区,,浙江省杭州市滨江区,,项建中,,50.0,20141027,,6.0,,311274471,
江苏远见资本管理有限公司,远见资本,江苏,南京市,江苏省南京市高淳区固城镇人民南路28号,86-25-83119598,江苏省南京市中山东路90号华泰证券大厦20楼E座,,王欣,王欣,1000.0,20070704,,5.0,,663823956,91320000663823956P
北京银网信联投资管理有限公司,银网信联投资,北京,北京市,北京市门头沟区滨河路81号95室,,北京市朝阳区安立路80号马哥孛罗大厦1106,,陈行,,5000.0,20110622,,10.0,,576881656,
半人马座资本管理(深圳)有限公司,半人马座资本,广东,深圳市,广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),,广东省深圳市福田区皇岗路与笋岗路交汇处西北深业上城西座A单元2106室,,赵建辉,,3000.0,20151207,,6.0,,359452580,91440300359452580N
中山联动第一期股权投资中心(有限合伙),中山联动第一期基金,广东,中山市,广东省中山市小榄镇升平中路10号8楼813室,,广东省中山市小榄镇龙山路固力花园11幢,,,,,20110126,,12.0,,568263903,
海晟投资(上海)有限公司,海晟投资,上海,上海市,上海市闵行区苏召路1628号1幢A240室,,上海市闵行区苏召路1628号1幢A240室,www.hirich.net.cn,薛佳晨,,1000.0,20150318,,,,332398019,913101123323980196
重庆拓景股权投资基金管理有限公司,拓景投资,重庆,重庆市,重庆市黔江区正阳工业园区园区路百家河,,重庆市黔江区正阳工业园区园区路白家河,,董苍山,,1000.0,20141201,,6.0,,,
营口沿海银行股份有限公司,营口沿海银行,辽宁,营口市,辽宁省营口市鲅鱼圈区日月大道北25号金贸大厦,"86-417-6688011,86-417-3216922",辽宁省营口市鲅鱼圈区日月大道北25号金贸大厦,www.coastalbank.cn,王学江,毛贵永,150000.0,20101220,,,,567550142,91210802567550142F
恒源大业(北京)投资基金管理有限公司,恒源大业投资,北京,北京市,北京市朝阳区东大桥路8号1号楼18层2111,,北京市朝阳区东大桥路八号尚都国际中心A座2109室,www.hydy.cc,赵清朋,赵清朋,5000.0,20130227,,20.0,,062799241,
北京富明资产管理有限公司,富明资产,北京,北京市,北京市海淀区中关村,,北京市海淀区翠微路,www.fmamc.com,解夕晨,,1000.0,20150407,,5.0,,335559295,911101083355592957
北京力鼎兴业投资管理中心(有限合伙),力鼎兴业投资,北京,北京市,北京市西城区锦什坊街26号楼3层301-1,86-10-66213100,上海市长宁区兴义路8号万都中心912,www.leadingcapital.com.cn,,,,20100416,,16.0,,553063108,91110102553063108Q
复地(集团)股份有限公司,复地,上海,上海市,上海市普陀区曹杨路510号9楼,86-21-23133700,上海市普陀区曹杨路510号9楼,www.forte.com.cn,王基平,王基平,250415.5034,19980813,,,"主要从事房地产开发,经营,房地产投资,物业管理及以上相关行业的咨询服务.",631174736,91310000631174736F
上海厚邑资产管理有限公司,厚邑资产,上海,上海市,上海市虹口区海宁路137号7层C座782C室,,上海市杨浦区长阳路1616号6层614室,,韦舒斌,,1000.0,20150116,,5.0,,324434358,91310109324434358F
北京润达信合投资基金管理有限公司,润达信合基金,北京,北京市,北京市西城区金融大街33号C-702,,北京市西城区金融大街33号C-702,,王鹏丽,孙体,3000.0,20140312,,6.0,,094567226,
深圳市领富资产管理有限公司,领富资产,广东,深圳市,广东省深圳市,,广东省深圳市南山区深圳湾三湘海尚E栋9F,,薛命平,,1000.0,20131024,,7.0,,081289276,
上海荣钥资产管理有限公司,荣钥资产,上海,上海市,上海市浦东新区上川路1545号2幢310室,,上海市浦东新区银城中路8号1507室时代金融中心,,马超,,1000.0,20150609,,8.0,,,913101153422683301
上海国鸣投资管理有限公司,国鸣投资,上海,上海市,上海市浦东新区浦东大道2123号3E-1129室,,上海市普陀区骊山路1号504室,www.gmglobalcapital.com,秦毅,秦毅,1000.0,20091204,,15.0,,698756650,91310115698756650C
上海小鳄资产管理有限公司,小鳄资产,上海,上海市,上海市青浦区五库浜路201号5幢二层B区226室,,上海市浦东新区银城中路68号时代金融中心1506室,,黄慧,黄慧,1000.0,20150629,,2.0,,342082085,91310118342082085Y
广东高能资本管理有限公司,广东高能资本,广东,佛山市,广东省佛山市南海区里水镇邓岗北隅村姓苏路3号六楼604号,,广东省广州市白云区金沙洲彩缤北路恒大御景半岛39幢503室,,钱朝霞,,1000.0,20150508,,8.0,,338309435,914406053383094352
宁波引爆点投资管理合伙企业(有限合伙),引爆点投资,浙江,宁波市,浙江省宁波市宁波市鄞州区春华路885号科创园区办公楼五楼509室,,北京市朝阳区望京SOHO塔3B座1807/08室,,,,,20141120,,3.0,,316847005,91330212316847005R
四川武胜农村商业银行股份有限公司,四川武胜农商行,四川,广安市,四川省广安市武胜县沿口镇弘武大道237号,"86-826-6663331,86-826-6231485",四川省广安市武胜县沿口镇弘武大道237号,www.wsnsyh.com,余恒龙,邓印,20869.63,20070529,,,,,9151160076728028XC
浙江天堂硅谷地产股权投资基金管理有限公司,天堂硅谷地产投资,浙江,杭州市,浙江省杭州市西湖区教工路199号513室,,浙江省杭州市西湖区西溪湿地国家公园(高庄入口)福堤捌号,,周晓乐,,2000.0,20140918,,8.0,,313604550,91330000313604550Q
广州桦斯俐资产管理有限公司,桦斯俐资产,广东,广州市,广东省广州市越秀区东风中路437号1805自编C房,,广东省广州市越秀区东风中路437号1805自编C房,,骆杰斯,,1000.0,20160203,,11.0,,MA59BQEQ7,91440104MA59BQEQ7P
中投汇恒(北京)投资基金管理有限公司,中投汇恒投资,北京,北京市,北京市东城区南竹竿胡同2号1幢11层51121,,北京市朝阳区远洋新干线A座12A01,www.zthrtz.com,任捷,,10000.0,20140317,,35.0,,094567066,
深圳市天意仁和资产管理有限公司,天意仁和资产,广东,深圳市,广东省深圳市前海深港合作区前湾一路1号A栋201室,,广东省深圳市福田区车公庙天安数码时代A座2018B,,王丹,,1000.0,20150115,,10.0,,326393625,
盖伦国际投资管理(北京)股份有限公司,盖伦国际投资,北京,北京市,北京市海淀区丹棱街6号1幢3层303,,北京市海淀区丹棱街6号1幢3层303,,云关秋,,1000.0,20150722,,8.0,,351311759,911101083513117599
北京千为投资管理有限公司,千为投资,北京,北京市,北京市东城区建国门内大街18号办一16层1607-1,86-10-59469951,北京市东城区建国门内大街18号恒基中心第一座1605,www.1000for.com,王林,肖茜,10000.0,20120628,,15.0,,599640601,91110101599640601Q
深圳市酉金投资管理有限公司,酉金投资,广东,深圳市,广东省深圳市前海深港合作区前湾一路1号A栋201室,,北京市朝阳区工体北路甲2号盈科中心A栋1007室,,孙静,,1000.0,20150427,,6.0,,334969751,
深圳市盛和融达资产管理有限公司,盛和融达资产,广东,深圳市,"广东省深圳市福田区新洲路深圳国际商会大厦(B座)906,907,908",,"广东省深圳市福田区新洲路深圳国际商会大厦(B座)906,907,908",www.sinoprospercapital.com,何琛,,1000.0,20140729,,25.0,,311694521,
高信资产管理有限公司,高信资产,北京,北京市,北京市朝阳区东三环中路7号4号楼8层0908,,北京市朝阳区东三环中路7号4号楼8层0908,www.gosenzc.com,冯震,,10000.0,20150710,,12.0,,348379162,91110000348379162B
上海企策资产管理有限公司,企策资产,上海,上海市,上海市奉贤区浦星公路8989号2幢191室,,上海市嘉定区新源路66弄21号1401室,,许本军,,1000.0,20101125,,6.0,,564844348,91310120564844348C
国泰金枫股权投资基金管理(上海)有限公司,国泰金枫基金,上海,上海市,上海市静安区广中西路757号723室,,上海市普陀区礼泉路700弄38号2806室,,王树阳,王树阳,1000.0,20120308,,8.0,,591638259,91310000591638259A
大连壹佰金资产管理有限公司,壹佰金资产,辽宁,大连市,辽宁省大连市沙河口区体坛路22号2层1号,,辽宁省大连市沙河口区体坛路22号2层1号,,卜勇,,1000.0,20150724,,6.0,,341197083,91210200341197083C
文鑫(厦门)股权投资基金管理有限公司,文鑫投资,福建,厦门市,福建省厦门市思明区厦禾路1036号四楼B61,,福建省厦门市思明区湖滨南路609号夏商置业大厦12层C单元,,陈文寨,,1000.0,20150310,,7.0,,303273460,91350203303273460L
宁波市嘉诚投资有限公司,宁波嘉诚投资,浙江,宁波市,浙江省宁波市东渡路55号13层,,浙江省宁波市东渡路55号13层,,唐建国,,1010.0,20080721,,7.0,,677658496,91330203677658496A
